City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,jalu,29.0331,21.5482,79.97,24,2,12.15,LY,1635271785
276,fort nelson,58.8053,-122.7002,36.46,83,89,2.1,CA,1635271787
277,walvis bay,-22.9575,14.5053,61.09,82,38,6.46,NA,1635271789
278,tateyama,34.9833,139.8667,60.82,69,99,6.44,JP,1635271792
279,muhos,64.808,25.9931,39.7,95,100,6.46,FI,1635271794
280,shubarkuduk,49.1447,56.4872,34.59,48,35,5.75,KZ,1635271796
281,kumluca,36.3703,30.2869,67.24,64,11,4.09,TR,1635271799
282,nuuk,64.1835,-51.7216,32.61,55,1,12.66,GL,1635271513
283,sao filipe,14.8961,-24.4956,80.42,75,89,10.36,CV,1635271807
284,ouro preto do oeste,-10.7481,-62.2158,76.69,79,100,2.71,BR,1635271810
285,pafos,34.7667,32.4167,67.78,73,0,3.44,CY,1635271812
286,aksha,50.2814,113.2867,34.72,65,3,4.97,RU,1635271815
287,ahipara,-35.1667,173.1667,60.96,94,97,5.41,NZ,1635271817
288,calama,-22.4667,-68.9333,72.09,13,0,25.32,CL,1635271821
289,bima,-8.4667,118.7167,78.85,89,100,2.55,ID,1635271824
290,alta floresta,-9.8756,-56.0861,87.53,52,70,1.99,BR,1635271826
291,lasa,46.6166,10.7002,45.34,84,34,5.12,IT,1635271828
292,cabo san lucas,22.8909,-109.9124,87.62,62,2,10.49,MX,1635271781
293,pisco,-13.7,-76.2167,69.85,60,0,16.11,PE,1635271833
294,kruisfontein,-34.0033,24.7314,65.88,84,99,19.04,ZA,1635271835
295,surovatikha,55.7652,43.8984,37.87,69,95,11.88,RU,1635271837
296,bandarbeyla,9.4942,50.8122,78.55,77,3,7.9,SO,1635271842
297,mulchen,-37.7167,-72.2333,76.86,28,0,9.46,CL,1635271844
298,clermont,49.5,2.4167,57.04,83,96,7.85,FR,1635271847
299,chulman,56.8479,124.9104,23.67,98,100,1.48,RU,1635271849
300,tucurui,-3.7661,-49.6725,88.45,59,57,4.94,BR,1635271851
301,chapais,49.7834,-74.8492,44.8,46,100,8.86,CA,1635271854
302,imphal,24.8167,93.95,62.37,96,4,2.84,IN,1635271856
303,najran,17.4924,44.1277,68.36,13,5,2.04,SA,1635271859
304,petit goave,18.4314,-72.8669,91.58,62,51,1.45,HT,1635271861
305,coquimbo,-29.9533,-71.3436,62.33,72,75,13.8,CL,1635271844
306,kavieng,-2.5744,150.7967,81.43,74,83,3.13,PG,1635271866
307,auray,47.6703,-2.9918,59.76,92,100,8.79,FR,1635271868
308,aykhal,66.0,111.5,0.46,100,89,5.79,RU,1635271872
309,pacific grove,36.6177,-121.9166,62.71,74,1,1.99,US,1635271875
310,shihezi,44.3,86.0333,45.1,36,0,2.68,CN,1635271877
311,talnakh,69.4865,88.3972,14.5,95,98,6.26,RU,1635271880
312,havelock,34.8791,-76.9013,72.05,66,20,10.0,US,1635271882
313,te anau,-45.4167,167.7167,49.8,95,96,1.01,NZ,1635271884
314,nouakchott,18.0858,-15.9785,82.33,62,58,24.02,MR,1635271887
315,maksatikha,57.797,35.8825,36.43,88,100,7.29,RU,1635271891
316,pangnirtung,66.1451,-65.7125,26.83,79,86,5.61,CA,1635271894
317,puri,19.8,85.85,77.52,80,9,11.1,IN,1635271896
318,finspang,58.7058,15.7674,47.93,83,8,10.0,SE,1635271899
319,de-kastri,51.4667,140.7833,35.64,88,57,4.27,RU,1635271901
320,cozumel,20.5083,-86.9458,87.12,80,87,5.5,MX,1635271904
321,itoman,26.1247,127.6694,71.62,64,20,8.05,JP,1635271906
322,high prairie,55.4334,-116.4858,45.66,54,72,5.08,CA,1635271908
323,kanigiri,15.4,79.5167,76.84,67,68,3.67,IN,1635271913
324,loja,-3.9931,-79.2042,70.02,60,100,3.69,EC,1635271627
325,champerico,14.3,-91.9167,93.74,73,13,6.69,GT,1635271917
326,los llanos de aridane,28.6585,-17.9182,69.55,71,40,7.0,ES,1635271919
327,sorland,67.667,12.6934,42.87,88,74,5.08,NO,1635271922
328,teya,60.3778,92.6267,41.49,78,100,14.5,RU,1635271924
329,port blair,11.6667,92.75,80.69,82,73,6.8,IN,1635271929
330,bad schwartau,53.9189,10.6969,54.39,87,20,4.61,DE,1635271931
331,klaksvik,62.2266,-6.589,52.72,96,100,27.76,FO,1635271898
332,el seibo,18.7641,-69.0375,89.13,52,6,8.97,DO,1635271936
333,leningradskiy,69.3833,178.4167,8.83,94,100,22.64,RU,1635271938
334,port angeles,48.1181,-123.4307,54.19,92,40,0.0,US,1635271941
335,khuzdar,27.7384,66.6434,64.98,29,1,4.97,PK,1635271943
336,clyde river,70.4692,-68.5914,23.43,82,100,4.65,CA,1635271945
337,beberibe,-4.1797,-38.1306,89.17,62,1,14.92,BR,1635271770
338,nhulunbuy,-12.2333,136.7667,79.41,83,25,0.0,AU,1635271952
339,igrim,63.1906,64.4162,26.06,59,48,11.18,RU,1635271955
340,astana,51.1801,71.446,28.35,69,40,6.71,KZ,1635271957
341,fortuna,40.5982,-124.1573,57.65,71,90,1.99,US,1635271959
342,yar-sale,66.8333,70.8333,15.53,91,51,5.75,RU,1635271962
343,eslov,55.8393,13.3039,50.25,92,74,6.91,SE,1635271964
344,bitung,1.4451,125.1824,76.05,81,52,1.19,ID,1635271688
345,aasiaat,68.7098,-52.8699,4.37,93,84,4.9,GL,1635271968
346,charleville-mezieres,49.7667,4.7167,52.99,86,99,5.08,FR,1635271971
347,luhyny,51.082,28.4006,42.3,52,33,10.47,UA,1635271973
348,launceston,-41.45,147.1667,44.15,93,76,8.05,AU,1635271841
349,vao,-22.6667,167.4833,71.69,85,100,13.49,NC,1635271978
350,kaitangata,-46.2817,169.8464,50.94,98,98,2.64,NZ,1635271980
351,batemans bay,-35.7167,150.1833,55.2,93,70,3.91,AU,1635271982
352,san jeronimo,-11.9472,-75.2829,67.32,36,64,10.58,PE,1635271985
353,finnsnes,69.2296,17.9811,30.16,97,100,5.84,NO,1635271987
354,hervey bay,-25.2986,152.8535,74.01,87,7,3.94,AU,1635271989
355,moerai,-22.4333,-151.3333,73.87,73,100,22.24,PF,1635271992
356,zelenoborskiy,66.845,32.3622,31.6,97,100,14.79,RU,1635271994
357,mweka,-4.85,21.5667,75.18,74,100,2.86,CD,1635271996
358,markova,48.6758,24.4138,33.39,62,33,4.45,UA,1635271999
359,nosy varika,-20.5833,48.5333,72.66,82,1,7.7,MG,1635272001
360,anadyr,64.75,177.4833,-6.16,93,100,11.88,RU,1635272004
361,solnechnyy,50.7214,136.6319,37.81,85,66,3.18,RU,1635272006
362,isangel,-19.55,169.2667,74.91,87,3,4.27,VU,1635272009
363,sistranda,63.7256,8.834,47.89,78,87,18.92,NO,1635272011
364,novyy urengoy,66.0833,76.6333,21.79,95,100,11.12,RU,1635272014
365,susaki,33.3667,133.2833,58.69,77,94,4.76,JP,1635272016
366,burnie,-41.0667,145.9167,44.94,87,61,6.04,AU,1635272018
367,souillac,-20.5167,57.5167,74.35,73,17,14.47,MU,1635272021
368,topeka,39.0483,-95.678,57.58,73,90,3.0,US,1635271743
369,maun,-19.9833,23.4167,79.65,43,86,5.75,BW,1635272027
370,totness,5.8833,-56.3167,81.43,79,100,7.94,SR,1635272030
371,arman,59.7,150.1667,19.8,81,32,6.13,RU,1635272032
372,vostok,46.4856,135.8833,36.95,75,66,4.79,RU,1635272035
373,ati,13.2154,18.3353,94.08,16,45,10.07,TD,1635272037
374,ono,34.85,134.9333,58.46,81,73,3.0,JP,1635272039
375,tezu,27.9167,96.1667,67.84,61,0,4.45,IN,1635272042
376,laguna,38.421,-121.4238,63.21,73,90,1.99,US,1635272044
377,gao,16.6362,1.637,92.07,10,6,8.75,ML,1635272049
378,beringovskiy,63.05,179.3167,9.41,98,100,24.4,RU,1635272051
379,tilichiki,60.4667,166.1,1.92,91,15,6.24,RU,1635272054
380,morlaix,48.5833,-4.0,59.32,88,90,12.66,FR,1635272056
381,la paz,-16.5,-68.15,53.58,43,75,12.66,BO,1635272058
382,tromso,69.6496,18.957,30.22,86,0,2.3,NO,1635271845
383,torit,4.4133,32.5678,76.03,72,95,3.53,SS,1635272063
384,scalea,39.813,15.7956,64.35,79,100,9.28,IT,1635272065
385,ambon,-3.6954,128.1814,80.64,82,33,3.69,ID,1635272068
386,taltal,-25.4,-70.4833,63.28,71,23,3.0,CL,1635272070
387,pundaguitan,6.3711,126.1689,81.99,75,99,3.76,PH,1635272075
388,yaan,7.3833,8.5667,77.9,83,60,5.08,NG,1635272077
389,omsukchan,62.5333,155.8,-3.14,97,31,2.68,RU,1635272080
390,requena,39.4883,-1.1004,59.13,89,81,5.32,ES,1635271859
391,morondava,-20.2833,44.2833,77.34,83,1,15.68,MG,1635272084
392,nanortalik,60.1432,-45.2371,37.2,68,28,1.97,GL,1635272087
393,batagay,67.6333,134.6333,7.0,93,99,3.62,RU,1635271923
394,mahishadal,22.1833,87.9833,78.03,75,91,2.64,IN,1635272091
395,kuantan,3.8077,103.326,77.72,89,68,3.4,MY,1635272094
396,vershino-shakhtaminskiy,51.3012,117.8868,32.41,76,34,9.75,RU,1635272096
397,egvekinot,66.3167,-179.1667,-0.44,90,82,5.17,RU,1635272099
398,katsuura,35.1333,140.3,60.91,72,69,6.87,JP,1635272040
399,caravelas,-17.7125,-39.2481,82.18,63,57,8.66,BR,1635272104
400,mecca,21.4267,39.8261,82.04,51,14,2.82,SA,1635271889
401,heihe,50.2441,127.4902,36.63,73,41,4.27,CN,1635272109
402,maldonado,-34.6667,-54.9167,85.39,42,2,11.88,UY,1635271903
403,hauterive,46.0901,3.4459,52.56,92,83,2.04,FR,1635272113
404,vardo,70.3705,31.1107,37.38,60,75,29.93,NO,1635271978
405,kawalu,-7.3817,108.2082,73.04,97,100,1.12,ID,1635272118
406,porto novo,6.4965,2.6036,80.42,80,100,5.55,BJ,1635272118
407,itaituba,-4.2761,-55.9836,88.47,54,99,2.3,BR,1635271901
408,san juan,-31.5375,-68.5364,93.97,8,1,4.68,AR,1635271842
409,angangueo,19.6194,-100.2853,63.72,57,13,6.78,MX,1635272127
410,manali,13.1667,80.2667,82.49,71,83,8.52,IN,1635272130
411,san andres,12.5847,-81.7006,87.82,66,20,11.5,CO,1635272132
412,minab,27.1467,57.0801,78.3,64,29,3.56,IR,1635272135
413,kem,64.9555,34.5793,36.77,99,100,7.47,RU,1635272137
414,hami,42.8,93.45,50.13,29,0,3.18,CN,1635272139
415,ust-koksa,50.2696,85.6108,36.66,64,26,3.91,RU,1635272142
416,comodoro rivadavia,-45.8667,-67.5,75.06,23,0,33.38,AR,1635272144
417,olafsvik,64.8945,-23.7142,41.63,77,100,27.94,IS,1635272146
418,ust-kuyga,70.0167,135.6,4.33,95,99,7.05,RU,1635271934
419,shima,24.4478,117.8111,73.22,86,53,2.19,CN,1635272153
420,ilulissat,69.2167,-51.1,12.22,57,20,6.91,GL,1635272155
421,leeton,-34.5667,146.4,46.89,37,63,5.32,AU,1635272158
422,balabac,7.9868,117.0645,81.46,80,61,7.47,PH,1635272161
423,biak,-0.9131,122.8766,76.91,84,87,0.98,ID,1635272163
424,ponta do sol,32.6667,-17.1,73.0,63,27,2.8,PT,1635272166
425,ishigaki,24.3448,124.1572,77.68,60,56,12.93,JP,1635272168
426,skegness,53.1436,0.3363,59.63,84,70,22.15,GB,1635272170
427,chadiza,-14.0678,32.4392,76.3,48,64,5.37,ZM,1635272173
428,atambua,-9.1061,124.8925,76.33,78,17,1.54,ID,1635272175
429,luderitz,-26.6481,15.1594,60.22,89,7,4.45,NA,1635272177
430,niquero,20.0431,-77.5828,85.15,67,82,4.45,CU,1635272180
431,warrenton,-28.114,24.8475,75.18,36,38,11.41,ZA,1635272182
432,bambanglipuro,-7.95,110.2833,77.68,84,100,5.66,ID,1635272185
433,la ronge,55.1001,-105.2842,43.05,87,90,10.36,CA,1635272187
434,saskylakh,71.9167,114.0833,0.82,98,100,1.14,RU,1635272190
435,codrington,-38.2667,141.9667,48.45,57,6,7.81,AU,1635272192
436,ugoofaaru,5.6667,73.0,81.32,79,64,12.91,MV,1635272195
437,yenagoa,4.9247,6.2642,79.36,80,71,5.12,NG,1635272197
438,nome,64.5011,-165.4064,24.87,74,90,4.61,US,1635272200
439,bafq,31.6128,55.4107,65.05,20,0,3.96,IR,1635272202
440,sorong,-0.8833,131.25,80.13,80,78,1.59,ID,1635272205
441,sao jose da coroa grande,-8.8978,-35.1478,81.21,70,37,13.53,BR,1635272059
442,rudnya,54.947,31.0934,40.69,65,100,12.86,RU,1635272209
443,accra,5.556,-0.1969,79.86,80,100,11.1,GH,1635272063
444,glazov,58.1394,52.6584,33.15,98,100,9.62,RU,1635272214
445,joensuu,62.6012,29.7632,46.27,97,90,1.99,FI,1635271946
446,namatanai,-3.6667,152.4333,79.41,79,94,4.56,PG,1635272218
447,ilhabela,-23.7781,-45.3581,72.88,81,71,3.2,BR,1635272220
448,kisangani,0.5167,25.2,73.8,90,94,1.39,CD,1635272225
449,hokitika,-42.7167,170.9667,55.96,93,100,2.19,NZ,1635272228
450,lagoa,39.05,-27.9833,69.78,86,97,24.79,PT,1635272232
451,nisia floresta,-6.0911,-35.2086,86.38,51,12,14.81,BR,1635272234
452,hasaki,35.7333,140.8333,50.4,68,10,5.55,JP,1635272241
453,mount gambier,-37.8333,140.7667,53.4,44,2,9.06,AU,1635271944
454,mahanoro,-19.9,48.8,71.94,82,0,5.48,MG,1635272012
455,padang,-0.9492,100.3543,75.6,93,99,7.18,ID,1635272248
456,brun,39.5349,46.3073,24.93,74,54,5.53,AM,1635272250
457,evensk,61.95,159.2333,8.06,78,3,7.96,RU,1635272252
458,oeiras,-7.0253,-42.1311,101.59,19,8,9.69,BR,1635272156
459,yuxia,34.0615,108.6291,47.01,72,61,4.36,CN,1635272257
460,nara,34.6851,135.8049,58.28,88,50,0.74,JP,1635272259
461,shenjiamen,29.9576,122.298,64.47,71,91,5.77,CN,1635272262
462,vilyuysk,63.7553,121.6247,29.64,91,100,9.44,RU,1635272264
463,nioro,13.35,-15.75,88.11,60,85,2.62,GM,1635272267
464,ternate,0.8,127.4,80.94,79,99,3.42,ID,1635272269
465,raahe,64.6833,24.4833,40.01,96,100,10.25,FI,1635272271
466,berdigestyakh,62.0989,126.6992,25.79,96,100,4.29,RU,1635272274
467,banjar,-8.19,114.9675,80.46,91,99,5.17,ID,1635272276
468,huangyan,28.6478,121.2594,62.98,93,28,1.95,CN,1635272278
469,krasnoselkup,65.7,82.4667,23.65,96,100,14.5,RU,1635272283
470,zonguldak,41.25,31.8333,42.6,76,0,3.65,TR,1635272285
471,mareeba,-17.0,145.4333,72.32,95,71,3.91,AU,1635272288
472,senneterre,48.3835,-77.2328,41.22,73,100,9.22,CA,1635272290
473,tommot,58.9564,126.2925,27.57,91,98,2.55,RU,1635272293
474,mogadishu,2.0371,45.3438,80.19,83,22,13.65,SO,1635272295
475,tonota,-21.4833,27.4833,71.37,59,32,15.7,BW,1635272298
476,tornio,65.8481,24.1466,32.02,99,100,8.03,FI,1635272300
477,abilene,32.4487,-99.7331,88.29,55,1,4.0,US,1635272152
478,samur,41.8253,48.486,45.23,79,100,7.54,RU,1635272304
479,hamilton,39.1834,-84.5333,57.97,59,20,1.01,US,1635272145
480,shakawe,-18.3667,21.85,74.35,61,56,2.13,BW,1635272309
481,wallenhorst,52.35,8.0167,55.8,79,100,13.87,DE,1635272311
482,mindif,10.3976,14.4363,79.79,64,82,6.6,CM,1635272313
483,pierre,44.3683,-100.351,55.06,60,90,17.0,US,1635272316
484,wuxue,29.8506,115.5525,62.51,69,85,2.21,CN,1635272318
485,yibin,28.7667,104.6238,59.74,88,100,0.78,CN,1635272321
486,antalaha,-14.9003,50.2788,71.47,84,1,8.84,MG,1635272235
487,paita,-5.0892,-81.1144,77.56,66,94,12.44,PE,1635272325
488,zaozerne,45.1582,33.2787,46.17,61,0,13.15,UA,1635272328
489,jacareacanga,-6.2222,-57.7528,91.71,55,40,2.3,BR,1635272330
490,isla mujeres,21.2311,-86.731,87.17,74,100,6.53,MX,1635272332
491,blessington,53.17,-6.5325,58.75,83,75,21.85,IE,1635272335
492,mitsamiouli,-11.3847,43.2844,79.0,80,78,5.99,KM,1635272337
493,natal,-5.795,-35.2094,86.22,58,75,17.27,BR,1635272339
494,tabory,58.5198,64.5495,26.06,81,32,5.82,RU,1635272344
495,ossora,59.2353,163.0719,19.49,86,62,5.14,RU,1635272346
496,yeppoon,-23.1333,150.7333,69.58,89,8,5.37,AU,1635272349
497,amuntai,-2.4177,115.2494,74.71,97,92,1.66,ID,1635272351
498,mutoko,-17.397,32.2268,68.63,67,22,8.37,ZW,1635272353
499,khonsa,27.0167,95.5667,59.52,91,0,4.18,IN,1635272356
500,bukama,-9.2,25.85,71.71,82,86,0.56,CD,1635272360
501,ashington,50.9331,-0.3909,60.44,75,75,14.0,GB,1635272363
502,conceicao do araguaia,-8.2578,-49.2647,97.81,37,100,2.04,BR,1635272365
503,bolshaya dzhalga,45.9695,42.6966,36.82,58,0,6.22,RU,1635272367
504,srednekolymsk,67.45,153.6833,-9.4,100,66,2.71,RU,1635272372
505,kambove,-10.8764,26.5969,73.24,47,72,4.61,CD,1635272374
506,papar,5.7333,115.9333,77.0,89,66,4.05,MY,1635272377
507,fort frances,48.5999,-93.4003,46.17,68,1,4.0,CA,1635272289
508,mhasla,18.1333,73.1167,74.77,78,2,3.31,IN,1635272383
509,sawakin,19.1059,37.3321,85.77,71,69,4.38,SD,1635272386
510,nemuro,43.3236,145.575,53.83,73,100,10.76,JP,1635272388
511,kieta,-6.2167,155.6333,77.09,81,95,6.69,PG,1635272393
512,leh,34.1667,77.5833,30.7,55,86,1.41,IN,1635272395
513,odienne,9.51,-7.5692,80.56,71,81,3.71,CI,1635272397
514,kutum,14.2,24.6667,80.78,19,48,13.8,SD,1635272400
515,cockburn town,21.4612,-71.1419,82.83,70,89,10.58,TC,1635272283
516,raudeberg,61.9875,5.1352,49.19,80,100,8.99,NO,1635272406
517,laramie,41.3114,-105.5911,59.09,78,90,3.0,US,1635272133
518,kokopo,-4.352,152.2633,75.97,82,61,4.63,PG,1635272413
519,esperance,-33.8667,121.9,50.49,88,81,12.88,AU,1635272415
520,kirakira,-10.4544,161.9205,78.93,86,87,4.29,SB,1635272418
521,matamoros,25.5333,-103.25,84.11,33,24,9.06,MX,1635272420
522,lac-megantic,45.5834,-70.8823,51.73,84,100,9.44,CA,1635272422
523,waw,7.7029,27.9953,76.28,69,99,3.78,SS,1635272425
524,zhuanghe,39.7008,122.9911,49.78,46,0,9.04,CN,1635272427
525,honiara,-9.4333,159.95,76.33,84,85,3.4,SB,1635272430
526,argentan,48.75,-0.0167,56.97,84,100,6.22,FR,1635272432
527,shinshiro,34.9,137.5,61.45,82,99,3.31,JP,1635272435
528,ilo,-17.6394,-71.3375,65.26,72,0,8.05,PE,1635272437
529,bodden town,19.2833,-81.25,89.6,70,20,8.05,KY,1635272440
530,lloydminster,53.2835,-110.0016,46.62,61,20,4.61,CA,1635272204
531,hovd,48.0056,91.6419,35.71,44,1,2.71,MN,1635272444
532,matay,28.419,30.7792,77.59,42,0,13.89,EG,1635272449
533,salalah,17.0151,54.0924,78.89,57,0,3.44,OM,1635272451
534,mabai,23.0128,104.4508,56.16,97,100,2.44,CN,1635272453
535,lekoni,-1.5843,14.2591,76.32,82,90,1.68,GA,1635272456
536,santana do ipanema,-9.3783,-37.2453,89.01,41,3,22.41,BR,1635272458
537,sini,22.8,85.9667,75.2,70,84,1.66,IN,1635272462
538,portsmouth,50.799,-1.0913,60.49,85,68,5.01,GB,1635272303
539,pecos,31.4229,-103.4932,89.06,19,1,5.75,US,1635272467
540,dabhol,17.6,73.1667,74.32,81,0,4.47,IN,1635272469
541,naze,28.3667,129.4833,66.99,62,36,4.97,JP,1635272472
542,guiren,33.6697,118.1889,58.01,70,86,4.52,CN,1635272474
543,deputatskiy,69.3,139.9,-5.37,99,99,0.74,RU,1635272476
544,mandalgovi,45.7625,106.2708,37.38,38,0,8.95,MN,1635272479
545,ketchikan,55.3422,-131.6461,46.87,87,90,14.97,US,1635272427
546,zemetchino,53.4973,42.6163,38.17,59,87,13.09,RU,1635272483
547,matara,5.9485,80.5353,76.71,90,100,6.22,LK,1635272485
548,khuzhir,53.1939,107.3397,41.94,73,7,2.15,RU,1635272488
549,campbeltown,55.4258,-5.6076,60.85,82,100,22.66,GB,1635272490
550,guangyuan,32.442,105.823,55.67,81,100,3.11,CN,1635272493
551,filadelfia,39.9523,-75.1638,66.45,85,90,5.99,US,1635272494
552,tuatapere,-46.1333,167.6833,52.25,97,98,1.99,NZ,1635272499
553,pimentel,-6.8367,-79.9342,70.09,64,0,16.11,PE,1635272502
